Unnamed: 0,Player,Serve Rating,% 1st Serve,% 1st Serve Points Won,% 2st Serve Points Won,% Service Games Won,Avg. Aces/ Match,Avg. Double Faults/Match,Year,Board_Type,Return Rating,% 1st Serve Return Points Won,% 2nd Serve Return Points Won,% Return Games Won,% Break Points Converted
36,Viktor Troicki,,,,,,,,2013,return,142.4,32.5%,47.3%,23.7%,38.9%
37,Andreas Seppi,,,,,,,,2013,return,142.3,28.7%,51.1%,23.3%,39.2%
38,Stan Wawrinka,,,,,,,,2013,return,142.2,30.6%,50.0%,23.3%,38.3%
39,Florian Mayer,,,,,,,,2013,return,141.5,30.3%,47.5%,22.8%,40.9%
40,Albert Ramos-Vinolas,,,,,,,,2013,return,141.5,29.9%,49.0%,22.7%,39.9%
41,Dmitry Tursunov,,,,,,,,2013,return,141.4,27.8%,50.2%,21.7%,41.7%
42,Tommy Haas,,,,,,,,2013,return,141.2,30.6%,48.7%,23.7%,38.2%
43,Jo-Wilfried Tsonga,,,,,,,,2013,return,139.5,29.8%,46.9%,20.8%,42.0%
44,Robin Haase,,,,,,,,2013,return,139.3,28.3%,48.9%,20.4%,41.7%
45,Fernando Verdasco,,,,,,,,2013,return,139.2,29.9%,50.5%,21.4%,37.4%
46,Karen Khachanov,,,,,,,,2013,return,138.5,25.3%,50.8%,18.9%,43.5%
47,Pablo Andujar,,,,,,,,2013,return,138.2,28.9%,51.2%,22.2%,35.9%
48,Grigor Dimitrov,,,,,,,,2013,return,137.4,29.5%,48.1%,21.6%,38.2%
49,Xavier Malisse,,,,,,,,2013,return,137.4,27.0%,51.6%,19.9%,38.9%
50,Alexandr Dolgopolov,,,,,,,,2013,return,136.4,28.3%,49.4%,21.2%,37.5%
1,Rafael Nadal,,,,,,,,2012,return,179.6,37.8%,54.9%,37.7%,49.2%
2,Novak Djokovic,,,,,,,,2012,return,172.2,35.4%,55.7%,34.6%,46.5%
3,David Ferrer,,,,,,,,2012,return,163.7,33.9%,54.4%,31.3%,44.1%
4,Juan Monaco,,,,,,,,2012,return,160.5,34.0%,52.5%,31.3%,42.7%
5,Andy Murray,,,,,,,,2012,return,160.1,32.1%,56.1%,30.7%,41.2%
6,Flavio Cipolla,,,,,,,,2012,return,158.6,33.6%,51.3%,28.9%,44.8%
7,Kei Nishikori,,,,,,,,2012,return,157.1,33.2%,53.5%,31.0%,39.4%
8,Martin Klizan,,,,,,,,2012,return,155.9,29.4%,53.7%,27.9%,44.9%
9,Gael Monfils,,,,,,,,2012,return,155.4,31.8%,53.1%,28.9%,41.6%
10,Nikolay Davydenko,,,,,,,,2012,return,155.2,30.7%,53.2%,26.8%,44.5%
11,Gilles Simon,,,,,,,,2012,return,154.9,34.1%,51.2%,28.9%,40.7%
12,Marin Cilic,,,,,,,,2012,return,153.3,32.4%,52.3%,26.8%,41.8%
13,Carlos Berlocq,,,,,,,,2012,return,153.2,33.6%,50.4%,28.9%,40.3%
14,Fabio Fognini,,,,,,,,2012,return,152.6,31.6%,49.7%,25.8%,45.5%
15,Mikhail Youzhny,,,,,,,,2012,return,151.3,30.8%,53.5%,25.9%,41.1%
16,Mardy Fish,,,,,,,,2012,return,150.8,31.4%,50.6%,24.5%,44.3%
17,Richard Gasquet,,,,,,,,2012,return,150.7,31.7%,50.2%,27.1%,41.7%
18,Andreas Seppi,,,,,,,,2012,return,150.7,30.5%,50.7%,25.1%,44.4%
19,Roger Federer,,,,,,,,2012,return,150.0,31.0%,51.2%,25.9%,41.9%
20,Filippo Volandri,,,,,,,,2012,return,149.9,31.4%,49.5%,26.0%,43.0%
21,Tomas Berdych,,,,,,,,2012,return,149.6,29.3%,52.5%,25.4%,42.4%
22,Juan Martin del Potro,,,,,,,,2012,return,149.6,30.0%,51.4%,25.0%,43.2%
23,Stan Wawrinka,,,,,,,,2012,return,149.6,31.2%,49.9%,25.1%,43.4%
24,Pablo Andujar,,,,,,,,2012,return,149.4,30.6%,52.4%,26.1%,40.3%
25,Viktor Troicki,,,,,,,,2012,return,147.4,30.8%,50.5%,24.7%,41.4%
26,Albert Ramos-Vinolas,,,,,,,,2012,return,146.7,30.2%,50.6%,24.0%,41.9%
27,Benoit Paire,,,,,,,,2012,return,146.0,32.6%,50.6%,26.0%,36.8%
28,Julien Benneteau,,,,,,,,2012,return,145.9,29.6%,50.6%,23.7%,42.0%
29,Jarkko Nieminen,,,,,,,,2012,return,145.4,29.7%,49.3%,23.5%,42.9%
30,David Nalbandian,,,,,,,,2012,return,145.3,30.1%,52.0%,24.4%,38.8%
31,Guillermo Garcia-Lopez,,,,,,,,2012,return,144.2,31.0%,47.1%,23.0%,43.1%
32,Philipp Kohlschreiber,,,,,,,,2012,return,144.0,28.1%,50.2%,21.8%,43.9%
33,Fernando Verdasco,,,,,,,,2012,return,144.0,30.9%,49.1%,24.0%,40.0%
34,Tommy Haas,,,,,,,,2012,return,143.3,30.1%,51.0%,24.5%,37.7%
35,Janko Tipsarevic,,,,,,,,2012,return,143.2,29.3%,50.4%,23.3%,40.2%
36,Jo-Wilfried Tsonga,,,,,,,,2012,return,142.8,30.7%,47.7%,22.7%,41.7%
37,Marcos Baghdatis,,,,,,,,2012,return,142.7,29.4%,49.7%,22.9%,40.7%
38,Radek Stepanek,,,,,,,,2012,return,142.6,31.3%,47.9%,22.3%,41.1%
39,Steve Darcis,,,,,,,,2012,return,142.2,28.0%,51.7%,21.1%,41.4%
40,Alexandr Dolgopolov,,,,,,,,2012,return,141.9,30.4%,48.4%,23.2%,39.9%
41,Lukasz Kubot,,,,,,,,2012,return,141.6,29.5%,49.1%,23.1%,39.9%
42,Nicolas Almagro,,,,,,,,2012,return,141.0,28.5%,51.3%,22.4%,38.8%
43,Robin Haase,,,,,,,,2012,return,140.8,29.3%,49.9%,22.5%,39.1%
44,Alejandro Falla,,,,,,,,2012,return,140.7,28.4%,49.4%,21.7%,41.2%
45,Marinko Matosevic,,,,,,,,2012,return,140.6,27.9%,49.6%,20.2%,42.9%
46,Jurgen Melzer,,,,,,,,2012,return,139.7,27.8%,47.0%,19.4%,45.5%
47,Thomaz Bellucci,,,,,,,,2012,return,139.3,29.1%,49.8%,22.6%,37.8%
48,Go Soeda,,,,,,,,2012,return,137.9,30.4%,48.0%,22.6%,36.9%
49,Florian Mayer,,,,,,,,2012,return,137.5,28.1%,48.5%,21.3%,39.6%
50,Alex Bogomolov Jr.,,,,,,,,2012,return,137.4,28.8%,49.7%,21.7%,37.2%
1,Novak Djokovic,,,,,,,,2011,return,180.3,35.7%,57.5%,38.8%,48.3%
2,Andy Murray,,,,,,,,2011,return,175.0,37.1%,56.0%,36.1%,45.8%
3,Rafael Nadal,,,,,,,,2011,return,171.9,34.2%,56.7%,34.5%,46.5%
4,David Ferrer,,,,,,,,2011,return,166.8,32.6%,55.7%,32.7%,45.8%
5,Juan Ignacio Chela,,,,,,,,2011,return,165.8,34.5%,53.9%,31.6%,45.8%
6,Filippo Volandri,,,,,,,,2011,return,161.7,32.6%,53.4%,31.1%,44.6%
7,Fabio Fognini,,,,,,,,2011,return,158.1,32.9%,50.2%,29.0%,46.0%
8,Nikolay Davydenko,,,,,,,,2011,return,157.7,33.6%,52.5%,28.7%,42.9%
9,Gilles Simon,,,,,,,,2011,return,157.7,32.0%,53.6%,28.3%,43.8%
10,Florian Mayer,,,,,,,,2011,return,157.5,31.0%,53.2%,27.7%,45.6%
11,Tomas Berdych,,,,,,,,2011,return,156.9,31.2%,53.0%,28.0%,44.7%
12,Robin Soderling,,,,,,,,2011,return,156.6,31.4%,52.1%,27.5%,45.6%
13,Juan Monaco,,,,,,,,2011,return,156.5,34.1%,51.1%,29.2%,42.1%
14,Janko Tipsarevic,,,,,,,,2011,return,156.2,30.6%,54.5%,28.1%,43.0%
15,Pablo Andujar,,,,,,,,2011,return,154.7,31.9%,50.5%,27.7%,44.6%
16,Xavier Malisse,,,,,,,,2011,return,154.6,30.8%,49.9%,25.4%,48.5%
17,Roger Federer,,,,,,,,2011,return,153.9,33.0%,51.3%,28.1%,41.5%
18,Viktor Troicki,,,,,,,,2011,return,153.8,34.2%,49.5%,27.8%,42.3%
19,Juan Martin del Potro,,,,,,,,2011,return,152.6,30.3%,51.5%,25.8%,45.0%
20,Robin Haase,,,,,,,,2011,return,152.3,30.8%,51.6%,26.2%,43.7%
21,Ryan Sweeting,,,,,,,,2011,return,151.2,28.2%,51.7%,24.3%,47.0%
22,Lukasz Kubot,,,,,,,,2011,return,151.0,30.9%,48.3%,24.2%,47.6%
23,Tommy Robredo,,,,,,,,2011,return,150.4,30.1%,53.3%,26.7%,40.3%
24,Richard Gasquet,,,,,,,,2011,return,150.3,32.2%,50.1%,26.0%,42.0%
25,Donald Young,,,,,,,,2011,return,149.9,32.4%,49.2%,24.9%,43.4%
26,Juan Carlos Ferrero,,,,,,,,2011,return,149.6,32.1%,50.1%,26.0%,41.4%
27,Santiago Giraldo,,,,,,,,2011,return,148.8,29.8%,49.8%,24.4%,44.8%
28,Marcel Granollers,,,,,,,,2011,return,148.6,31.8%,49.2%,25.4%,42.2%
29,Gael Monfils,,,,,,,,2011,return,148.3,33.2%,49.4%,25.0%,40.7%
30,Fernando Verdasco,,,,,,,,2011,return,147.6,29.6%,52.3%,23.5%,42.2%
31,Jurgen Melzer,,,,,,,,2011,return,147.5,32.3%,49.0%,25.9%,40.3%
32,Alexandr Dolgopolov,,,,,,,,2011,return,147.4,30.1%,49.8%,24.4%,43.1%
33,Tobias Kamke,,,,,,,,2011,return,147.4,30.8%,50.8%,25.5%,40.3%
34,Marin Cilic,,,,,,,,2011,return,147.3,30.6%,50.2%,23.8%,42.7%
35,Albert Montanes,,,,,,,,2011,return,147.3,31.7%,50.3%,25.6%,39.7%
36,Mardy Fish,,,,,,,,2011,return,147.0,32.3%,50.0%,25.1%,39.6%
37,David Nalbandian,,,,,,,,2011,return,145.8,29.9%,54.2%,25.1%,36.6%
38,Carlos Berlocq,,,,,,,,2011,return,145.7,31.6%,50.4%,27.3%,36.4%
39,Somdev Devvarman,,,,,,,,2011,return,145.3,29.9%,49.9%,25.1%,40.4%
40,Radek Stepanek,,,,,,,,2011,return,145.3,29.8%,51.8%,24.5%,39.2%
41,Stan Wawrinka,,,,,,,,2011,return,144.8,31.9%,49.8%,24.8%,38.3%
42,Guillermo Garcia-Lopez,,,,,,,,2011,return,144.7,28.9%,51.9%,23.3%,40.6%
43,Kei Nishikori,,,,,,,,2011,return,143.9,29.4%,51.6%,24.6%,38.3%
44,Igor Kunitsyn,,,,,,,,2011,return,143.6,27.4%,52.3%,22.6%,41.3%
45,Jarkko Nieminen,,,,,,,,2011,return,143.4,29.2%,49.5%,22.2%,42.5%
46,Andreas Seppi,,,,,,,,2011,return,143.3,29.3%,49.8%,22.8%,41.4%
47,Mikhail Youzhny,,,,,,,,2011,return,143.3,29.6%,50.3%,24.3%,39.1%
48,Michael Russell,,,,,,,,2011,return,142.8,28.1%,47.9%,21.8%,45.0%
49,Marcos Baghdatis,,,,,,,,2011,return,142.5,29.2%,48.5%,21.9%,42.9%
50,Thomaz Bellucci,,,,,,,,2011,return,142.5,31.3%,49.2%,22.8%,39.2%
1,David Nalbandian,,,,,,,,2010,return,168.0,33.4%,56.2%,32.0%,46.4%
2,Juan Carlos Ferrero,,,,,,,,2010,return,166.2,33.6%,54.5%,32.0%,46.1%
3,Novak Djokovic,,,,,,,,2010,return,165.0,33.8%,54.4%,32.2%,44.6%
4,Juan Ignacio Chela,,,,,,,,2010,return,164.7,35.4%,51.7%,32.2%,45.4%
5,Lleyton Hewitt,,,,,,,,2010,return,164.1,32.4%,54.1%,28.9%,48.7%
6,David Ferrer,,,,,,,,2010,return,162.5,33.1%,54.2%,31.2%,44.0%
7,Andy Murray,,,,,,,,2010,return,159.8,32.2%,55.2%,30.2%,42.2%
8,Rafael Nadal,,,,,,,,2010,return,159.2,30.9%,55.4%,29.3%,43.6%
9,Nikolay Davydenko,,,,,,,,2010,return,157.4,32.0%,53.3%,28.6%,43.5%
10,Juan Monaco,,,,,,,,2010,return,155.0,34.6%,50.3%,27.9%,42.2%
11,Mikhail Youzhny,,,,,,,,2010,return,153.3,29.5%,52.3%,27.4%,44.1%
12,Fernando Verdasco,,,,,,,,2010,return,153.2,31.8%,52.9%,27.1%,41.4%
13,Marcel Granollers,,,,,,,,2010,return,152.7,32.5%,50.6%,26.7%,42.9%
14,Roger Federer,,,,,,,,2010,return,152.6,33.8%,50.6%,27.2%,41.0%
15,Viktor Troicki,,,,,,,,2010,return,152.4,32.1%,50.3%,26.6%,43.4%
16,Robin Soderling,,,,,,,,2010,return,150.1,29.8%,51.6%,25.1%,43.6%
17,Dudi Sela,,,,,,,,2010,return,149.5,30.3%,50.6%,23.5%,45.1%
18,Evgeny Korolev,,,,,,,,2010,return,149.0,30.5%,49.2%,25.3%,44.0%
19,Tomas Berdych,,,,,,,,2010,return,148.8,30.9%,51.7%,24.2%,42.0%
20,Albert Montanes,,,,,,,,2010,return,148.6,29.5%,51.3%,24.5%,43.3%
21,Stan Wawrinka,,,,,,,,2010,return,147.8,32.0%,50.2%,24.8%,40.8%
22,Fabio Fognini,,,,,,,,2010,return,147.6,31.1%,52.1%,24.7%,39.7%
23,Mardy Fish,,,,,,,,2010,return,147.0,29.0%,50.8%,23.2%,44.0%
24,Thomaz Bellucci,,,,,,,,2010,return,146.8,29.9%,51.4%,24.0%,41.5%
25,Olivier Rochus,,,,,,,,2010,return,146.7,28.7%,53.4%,24.3%,40.3%
26,Philipp Kohlschreiber,,,,,,,,2010,return,146.2,30.7%,50.0%,24.8%,40.7%
27,Illya Marchenko,,,,,,,,2010,return,145.4,30.1%,51.9%,23.9%,39.5%
28,Lukasz Kubot,,,,,,,,2010,return,145.3,29.6%,49.7%,23.0%,43.0%
29,Potito Starace,,,,,,,,2010,return,144.9,30.7%,49.2%,23.7%,41.3%
30,Marin Cilic,,,,,,,,2010,return,144.4,29.5%,50.3%,23.8%,40.8%
31,Jurgen Melzer,,,,,,,,2010,return,143.6,29.8%,49.4%,23.9%,40.5%
32,Marcos Baghdatis,,,,,,,,2010,return,143.4,31.1%,50.3%,23.9%,38.1%
33,Julien Benneteau,,,,,,,,2010,return,143.1,27.3%,52.0%,23.0%,40.8%
34,Guillermo Garcia-Lopez,,,,,,,,2010,return,142.9,29.2%,51.5%,23.1%,39.1%
35,Andreas Seppi,,,,,,,,2010,return,141.7,31.2%,49.4%,22.8%,38.3%
36,Richard Gasquet,,,,,,,,2010,return,141.4,29.4%,49.8%,23.1%,39.1%
37,Michael Russell,,,,,,,,2010,return,141.4,27.5%,51.8%,21.7%,40.4%
38,Philipp Petzschner,,,,,,,,2010,return,141.1,27.8%,49.9%,21.1%,42.3%
39,Gael Monfils,,,,,,,,2010,return,140.4,30.6%,49.2%,22.9%,37.7%
40,Radek Stepanek,,,,,,,,2010,return,140.4,27.4%,51.0%,20.8%,41.2%
41,Igor Andreev,,,,,,,,2010,return,139.9,30.0%,47.5%,22.3%,40.1%
42,Jo-Wilfried Tsonga,,,,,,,,2010,return,139.9,29.2%,46.9%,21.0%,42.8%
43,Florent Serra,,,,,,,,2010,return,138.9,28.6%,49.3%,20.8%,40.2%
44,Michael Llodra,,,,,,,,2010,return,138.8,28.0%,46.1%,19.3%,45.4%
45,Jarkko Nieminen,,,,,,,,2010,return,138.7,28.6%,49.9%,22.3%,37.9%
46,Florian Mayer,,,,,,,,2010,return,138.5,28.7%,49.8%,21.8%,38.2%
47,Pablo Cuevas,,,,,,,,2010,return,138.4,32.7%,47.6%,21.7%,36.4%
48,Andrey Golubev,,,,,,,,2010,return,138.4,28.7%,46.6%,21.0%,42.1%
49,Gilles Simon,,,,,,,,2010,return,137.8,26.1%,53.3%,20.8%,37.6%
50,Nicolas Almagro,,,,,,,,2010,return,137.5,28.7%,48.7%,20.8%,39.3%
1,Rafael Nadal,,,,,,,,2009,return,170.8,33.4%,56.8%,33.6%,47.0%
2,Andy Murray,,,,,,,,2009,return,169.5,34.9%,55.6%,33.3%,45.7%
3,David Ferrer,,,,,,,,2009,return,161.8,32.3%,55.4%,31.5%,42.6%
4,Juan Monaco,,,,,,,,2009,return,161.7,34.1%,52.8%,31.3%,43.5%
5,Novak Djokovic,,,,,,,,2009,return,160.7,33.3%,54.3%,31.2%,41.9%
6,Nikolay Davydenko,,,,,,,,2009,return,160.5,34.3%,54.0%,31.0%,41.2%
7,Fernando Verdasco,,,,,,,,2009,return,156.3,31.4%,52.6%,27.8%,44.5%
8,Juan Martin del Potro,,,,,,,,2009,return,153.3,31.2%,52.6%,27.3%,42.2%
9,Marcos Baghdatis,,,,,,,,2009,return,152.5,33.7%,49.0%,26.3%,43.5%
10,Lleyton Hewitt,,,,,,,,2009,return,152.1,31.3%,53.3%,28.2%,39.3%
11,Tommy Robredo,,,,,,,,2009,return,151.7,31.4%,51.0%,25.3%,44.0%
12,Robin Soderling,,,,,,,,2009,return,150.9,30.7%,50.9%,25.5%,43.8%
13,Juan Carlos Ferrero,,,,,,,,2009,return,150.8,29.2%,52.7%,25.5%,43.4%
14,Gilles Simon,,,,,,,,2009,return,150.2,30.4%,51.8%,25.1%,42.9%
15,Guillermo Garcia-Lopez,,,,,,,,2009,return,149.8,30.4%,52.7%,26.8%,39.9%
16,Albert Montanes,,,,,,,,2009,return,149.8,29.6%,51.2%,24.1%,44.9%
17,Viktor Troicki,,,,,,,,2009,return,149.8,30.5%,50.0%,25.3%,44.0%
18,Radek Stepanek,,,,,,,,2009,return,149.3,31.1%,52.9%,24.8%,40.5%
19,Roberto Bautista Agut,,,,,,,,2009,return,148.5,34.9%,40.5%,23.1%,50.0%
20,Dudi Sela,,,,,,,,2009,return,148.5,30.9%,50.3%,25.6%,41.7%
21,Marin Cilic,,,,,,,,2009,return,148.3,33.1%,50.7%,26.9%,37.6%
22,Mikhail Youzhny,,,,,,,,2009,return,147.9,30.9%,51.0%,25.8%,40.2%
23,Fabio Fognini,,,,,,,,2009,return,147.3,31.5%,48.4%,24.9%,42.5%
24,Gael Monfils,,,,,,,,2009,return,147.3,30.3%,50.4%,24.9%,41.7%
25,Roger Federer,,,,,,,,2009,return,147.0,30.5%,50.8%,24.5%,41.2%
26,Philipp Kohlschreiber,,,,,,,,2009,return,145.8,30.0%,50.4%,24.0%,41.4%
27,Rainer Schuettler,,,,,,,,2009,return,145.6,27.6%,52.1%,22.9%,43.0%
28,Janko Tipsarevic,,,,,,,,2009,return,145.1,28.0%,50.3%,23.6%,43.2%
29,Stan Wawrinka,,,,,,,,2009,return,144.9,31.5%,50.2%,25.1%,38.1%
30,Mischa Zverev,,,,,,,,2009,return,144.8,30.3%,49.3%,22.6%,42.6%
31,Evgeny Korolev,,,,,,,,2009,return,144.5,27.4%,51.2%,22.1%,43.8%
32,Fabrice Santoro,,,,,,,,2009,return,143.4,30.3%,49.3%,23.5%,40.3%
33,Christophe Rochus,,,,,,,,2009,return,142.6,27.7%,51.1%,23.2%,40.6%
34,Marcel Granollers,,,,,,,,2009,return,142.5,31.5%,47.4%,23.4%,40.2%
35,Mardy Fish,,,,,,,,2009,return,141.8,28.5%,50.0%,21.7%,41.6%
36,Fred Gil,,,,,,,,2009,return,141.2,27.9%,49.7%,21.7%,41.9%
37,Julien Benneteau,,,,,,,,2009,return,140.9,29.3%,49.7%,21.7%,40.2%
38,Andreas Seppi,,,,,,,,2009,return,140.8,31.2%,50.2%,24.3%,35.1%
39,Dmitry Tursunov,,,,,,,,2009,return,139.4,27.6%,49.5%,21.3%,41.0%
40,Jan Hernych,,,,,,,,2009,return,138.9,28.6%,48.9%,20.6%,40.8%
41,Tomas Berdych,,,,,,,,2009,return,138.8,29.6%,50.2%,22.0%,37.0%
42,Pablo Cuevas,,,,,,,,2009,return,138.8,28.9%,46.6%,20.1%,43.2%
43,Nicolas Almagro,,,,,,,,2009,return,138.7,28.4%,49.0%,21.0%,40.3%
44,Robby Ginepri,,,,,,,,2009,return,138.6,28.4%,49.3%,21.9%,39.0%
45,Jurgen Melzer,,,,,,,,2009,return,138.3,29.9%,47.4%,21.4%,39.6%
46,Arnaud Clement,,,,,,,,2009,return,137.8,27.2%,51.2%,20.9%,38.5%
47,Fernando Gonzalez,,,,,,,,2009,return,137.5,29.2%,48.9%,21.6%,37.8%
48,Jose Acasuso,,,,,,,,2009,return,137.3,26.9%,49.7%,21.7%,39.0%
49,Igor Kunitsyn,,,,,,,,2009,return,137.1,28.6%,50.0%,21.2%,37.3%
50,Paul-Henri Mathieu,,,,,,,,2009,return,136.8,26.4%,48.9%,19.6%,41.9%
1,Rafael Nadal,,,,,,,,2008,return,168.0,34.5%,55.5%,33.5%,44.5%
2,Nikolay Davydenko,,,,,,,,2008,return,165.9,34.0%,55.1%,32.4%,44.4%
3,Juan Martin del Potro,,,,,,,,2008,return,163.5,33.0%,53.5%,32.0%,45.0%
4,Novak Djokovic,,,,,,,,2008,return,162.6,32.4%,53.2%,29.9%,47.1%
5,David Nalbandian,,,,,,,,2008,return,160.5,31.8%,53.7%,28.6%,46.4%
6,Fernando Verdasco,,,,,,,,2008,return,159.9,33.4%,52.3%,29.5%,44.7%
7,Andy Murray,,,,,,,,2008,return,158.9,33.1%,54.3%,29.3%,42.2%
8,David Ferrer,,,,,,,,2008,return,158.6,33.4%,53.6%,28.9%,42.7%
9,Juan Monaco,,,,,,,,2008,return,156.8,31.2%,54.3%,30.0%,41.3%
10,Stan Wawrinka,,,,,,,,2008,return,155.2,31.2%,51.8%,27.4%,44.8%
11,Roger Federer,,,,,,,,2008,return,153.0,32.2%,52.6%,27.0%,41.2%
12,Filippo Volandri,,,,,,,,2008,return,152.5,31.0%,52.6%,25.7%,43.2%
13,Andreas Seppi,,,,,,,,2008,return,150.3,30.8%,50.4%,25.8%,43.3%
14,Mikhail Youzhny,,,,,,,,2008,return,150.3,30.9%,50.8%,25.1%,43.5%
15,Tomas Berdych,,,,,,,,2008,return,149.9,28.4%,53.7%,24.2%,43.6%
16,James Blake,,,,,,,,2008,return,149.3,32.0%,48.9%,25.7%,42.7%
17,Ivo Minar,,,,,,,,2008,return,149.2,29.4%,49.2%,22.5%,48.1%
18,Fabio Fognini,,,,,,,,2008,return,148.4,32.6%,46.9%,25.6%,43.3%
19,Robby Ginepri,,,,,,,,2008,return,147.8,29.6%,52.6%,25.5%,40.1%
20,Robin Soderling,,,,,,,,2008,return,147.6,29.5%,50.1%,24.6%,43.4%
21,Tommy Robredo,,,,,,,,2008,return,147.5,31.8%,50.8%,25.1%,39.8%
22,Philipp Kohlschreiber,,,,,,,,2008,return,147.2,31.0%,50.0%,24.6%,41.6%
23,Nicolas Almagro,,,,,,,,2008,return,146.8,31.5%,51.3%,25.0%,39.0%
24,Gael Monfils,,,,,,,,2008,return,145.8,32.6%,47.6%,25.3%,40.3%
25,Guillermo Canas,,,,,,,,2008,return,145.7,31.4%,48.0%,24.5%,41.8%
26,Gilles Simon,,,,,,,,2008,return,145.6,29.7%,52.7%,25.0%,38.2%
27,Jarkko Nieminen,,,,,,,,2008,return,145.3,28.5%,51.8%,24.2%,40.8%
28,Jose Acasuso,,,,,,,,2008,return,145.1,30.3%,52.1%,25.5%,37.2%
29,Guillermo Garcia-Lopez,,,,,,,,2008,return,143.9,30.1%,50.3%,24.0%,39.5%
30,Juan Carlos Ferrero,,,,,,,,2008,return,143.8,29.3%,51.0%,23.2%,40.3%
31,Oscar Hernandez,,,,,,,,2008,return,143.8,29.7%,51.5%,24.2%,38.4%
32,Agustin Calleri,,,,,,,,2008,return,143.5,31.2%,48.8%,22.6%,40.9%
33,Richard Gasquet,,,,,,,,2008,return,143.5,30.2%,48.9%,24.1%,40.3%
34,Radek Stepanek,,,,,,,,2008,return,143.2,29.0%,49.2%,21.9%,43.1%
35,Fabrice Santoro,,,,,,,,2008,return,142.7,28.5%,50.1%,22.3%,41.8%
36,Nicolas Kiefer,,,,,,,,2008,return,142.6,31.3%,47.4%,22.3%,41.6%
37,Fernando Gonzalez,,,,,,,,2008,return,141.4,30.5%,47.6%,21.5%,41.8%
38,Jo-Wilfried Tsonga,,,,,,,,2008,return,141.3,29.7%,48.0%,20.8%,42.8%
39,Marat Safin,,,,,,,,2008,return,140.9,29.4%,47.9%,20.5%,43.1%
40,Viktor Troicki,,,,,,,,2008,return,140.9,30.1%,49.3%,23.2%,38.3%
41,Julien Benneteau,,,,,,,,2008,return,140.7,29.8%,50.6%,22.8%,37.5%
42,Tommy Haas,,,,,,,,2008,return,140.6,29.3%,49.3%,22.5%,39.5%
43,Dudi Sela,,,,,,,,2008,return,140.6,30.5%,49.3%,22.4%,38.4%
44,Marin Cilic,,,,,,,,2008,return,139.8,31.0%,48.6%,22.1%,38.1%
45,Marc Gicquel,,,,,,,,2008,return,139.7,28.7%,46.8%,21.0%,43.2%
46,Eduardo Schwank,,,,,,,,2008,return,139.6,27.4%,49.6%,20.5%,42.1%
47,Rainer Schuettler,,,,,,,,2008,return,139.5,28.9%,48.9%,21.4%,40.3%
48,Marcel Granollers,,,,,,,,2008,return,139.2,29.6%,46.2%,22.3%,41.1%
49,Mardy Fish,,,,,,,,2008,return,138.8,30.2%,47.5%,22.5%,38.6%
50,Mario Ancic,,,,,,,,2008,return,138.2,29.2%,49.7%,20.3%,39.0%
1,David Ferrer,,,,,,,,2007,return,176.3,34.6%,57.1%,36.1%,48.5%
2,Rafael Nadal,,,,,,,,2007,return,166.2,34.5%,54.5%,33.0%,44.2%
3,Juan Monaco,,,,,,,,2007,return,164.8,32.3%,54.2%,30.6%,47.7%
4,Filippo Volandri,,,,,,,,2007,return,164.8,33.4%,51.7%,31.2%,48.5%
5,Nikolay Davydenko,,,,,,,,2007,return,163.2,34.6%,53.7%,31.1%,43.8%
6,Gilles Simon,,,,,,,,2007,return,161.2,32.2%,53.1%,28.8%,47.1%
7,Tommy Robredo,,,,,,,,2007,return,160.8,32.4%,52.9%,29.1%,46.4%
8,Andy Murray,,,,,,,,2007,return,160.1,34.0%,54.5%,31.8%,39.8%
9,Lleyton Hewitt,,,,,,,,2007,return,158.1,30.2%,52.7%,27.2%,48.0%
10,Guillermo Canas,,,,,,,,2007,return,158.0,33.0%,51.4%,28.2%,45.4%
11,Richard Gasquet,,,,,,,,2007,return,157.0,33.0%,50.3%,28.4%,45.3%
12,Novak Djokovic,,,,,,,,2007,return,156.0,32.0%,53.0%,28.2%,42.8%
13,Roger Federer,,,,,,,,2007,return,155.5,33.9%,52.4%,28.6%,40.6%
14,Juan Martin del Potro,,,,,,,,2007,return,152.7,30.4%,50.7%,25.6%,46.0%
15,Marcos Baghdatis,,,,,,,,2007,return,152.5,31.5%,50.7%,26.1%,44.2%
16,Jarkko Nieminen,,,,,,,,2007,return,151.9,31.3%,53.7%,27.1%,39.8%
17,Paul-Henri Mathieu,,,,,,,,2007,return,151.8,31.0%,53.0%,26.5%,41.3%
18,Mikhail Youzhny,,,,,,,,2007,return,151.8,31.4%,51.3%,27.3%,41.8%
19,David Nalbandian,,,,,,,,2007,return,151.6,28.9%,55.0%,26.3%,41.4%
20,Robin Soderling,,,,,,,,2007,return,151.6,32.1%,50.3%,25.5%,43.7%
21,Juan Ignacio Chela,,,,,,,,2007,return,151.2,33.0%,51.5%,27.1%,39.6%
22,James Blake,,,,,,,,2007,return,150.1,28.9%,53.6%,25.0%,42.6%
23,Andreas Seppi,,,,,,,,2007,return,149.8,29.1%,51.1%,24.1%,45.5%
24,Jonas Bjorkman,,,,,,,,2007,return,148.6,31.4%,51.5%,25.5%,40.2%
25,Martin Vassallo Arguello,,,,,,,,2007,return,147.7,31.3%,51.2%,25.0%,40.2%
26,Juan Carlos Ferrero,,,,,,,,2007,return,147.6,30.6%,51.2%,25.5%,40.3%
